"","Hz","Frontal","Central","Parietal","Occipital","logFrontal","logCentral","logParietal","logOccipital","logHz"
"154",153.538,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.03394809339333
"155",154.535,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.04042060789895
"156",155.532,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.04685149822924
"157",156.529,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.05324129632801
"158",157.526,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.05959052400667
"159",158.523,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.06589969319993
"160",159.52,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.07216930621353
"161",160.517,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.07839985596416
"162",161.514,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.08459182621209
"163",162.511,6.88073394495413e-07,0,0,0,-14.1893703266571,-Inf,-Inf,-Inf,5.09074569178646
"164",163.508,9.1743119266055e-07,0,0,0,-13.9016882542053,-Inf,-Inf,-Inf,5.0968619188039
"165",164.505,9.1743119266055e-07,0,0,0,-13.9016882542053,-Inf,-Inf,-Inf,5.10294096488028
"166",165.502,1.14678899082569e-06,0,0,3.80228136882129e-07,-13.6785447028911,-Inf,-Inf,-14.7824944041539,5.10898327933624
"167",166.499,1.14678899082569e-06,0,0,3.80228136882129e-07,-13.6785447028911,-Inf,-Inf,-14.7824944041539,5.11498930339646
"168",167.496,1.37614678899083e-06,0,0,3.80228136882129e-07,-13.4962231460972,-Inf,-Inf,-14.7824944041539,5.12095947038296
"169",168.493,1.14678899082569e-06,0,0,3.80228136882129e-07,-13.6785447028911,-Inf,-Inf,-14.7824944041539,5.12689420590277
"170",169.49,1.37614678899083e-06,0,0,3.80228136882129e-07,-13.4962231460972,-Inf,-Inf,-14.7824944041539,5.13279392802996
"171",170.487,1.60550458715596e-06,0,0,3.80228136882129e-07,-13.3420724662699,-Inf,-Inf,-14.7824944041539,5.13865904748236
