"","Hz","Frontal","Central","Parietal","Occipital","logFrontal","logCentral","logParietal","logOccipital","logHz"
"172",171.484,1.14678899082569e-06,0,0,3.80228136882129e-07,-13.6785447028911,-Inf,-Inf,-14.7824944041539,5.14448996779315
"173",172.481,1.14678899082569e-06,0,0,3.80228136882129e-07,-13.6785447028911,-Inf,-Inf,-14.7824944041539,5.15028708547748
"174",173.478,1.14678899082569e-06,0,0,3.80228136882129e-07,-13.6785447028911,-Inf,-Inf,-14.7824944041539,5.15605079019423
"175",174.475,1.14678899082569e-06,0,0,3.80228136882129e-07,-13.6785447028911,-Inf,-Inf,-14.7824944041539,5.16178146490321
"176",175.472,9.1743119266055e-07,0,0,0,-13.9016882542053,-Inf,-Inf,-Inf,5.16747948601785
"177",176.469,9.1743119266055e-07,0,0,0,-13.9016882542053,-Inf,-Inf,-Inf,5.17314522355353
"178",177.466,9.1743119266055e-07,0,0,0,-13.9016882542053,-Inf,-Inf,-Inf,5.17877904127179
"179",178.463,6.88073394495413e-07,0,0,0,-14.1893703266571,-Inf,-Inf,-Inf,5.18438129682046
"180",179.46,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.18995234186991
"181",180.457,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.19549252224553
"182",181.454,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.2010021780565
"183",182.451,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.20648164382112
"184",183.448,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.21193124858869
"185",184.445,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.21735131605803
"186",185.442,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.2227421646929
"187",186.439,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.22810410783429
"188",187.436,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.23343745380965
"189",188.433,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.23874250603934
"190",189.43,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.24401956314019
"191",190.427,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.24926891902633
"192",191.424,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.25449086300748
"193",192.421,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.25968567988459
"194",193.418,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.26485365004303
"195",194.415,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.26999504954345
"196",195.412,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.27511015021022
"197",196.409,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.28019921971769
"198",197.406,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.28526252167424
"199",198.403,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.29030031570419
"200",199.4,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.29531285752774
"201",200.397,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.30030039903878
"202",201.394,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.30526318838091
"203",202.391,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.31020147002149
"204",203.388,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.31511548482392
"205",204.385,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.32000547011811
"206",205.382,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.32487165976928
"207",206.379,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.32971428424507
"208",207.376,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.33453357068102
"209",208.373,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.33932974294451
"210",209.37,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.34410302169717
"211",210.367,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.34885362445577
"212",211.364,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.35358176565171
"213",212.361,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.35828765668913
"214",213.358,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.36297150600155
"215",214.355,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.36763351910736
"216",215.352,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.37227389866387
"217",216.349,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.37689284452016
"218",217.346,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.38149055376879
"219",218.343,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.3860672207962
"220",219.34,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.39062303733206
"221",220.337,4.58715596330275e-07,0,0,0,-14.5948354347653,-Inf,-Inf,-Inf,5.39515819249745
"222",221.334,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.39967287285198
"223",222.331,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.40416726243982
"224",223.328,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.40864154283474
"225",224.325,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.41309589318412
"226",225.322,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.41753049025199
"227",226.319,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.4219455084611
"228",227.316,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.42634111993414
"229",228.313,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.43071749453394
"230",229.31,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.4350747999029
"231",230.307,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.43941320150149
"232",231.304,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.44373286264601
"233",232.301,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.4480339445454
"234",233.298,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.4523166063374
"235",234.295,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.45658100512386
"236",235.292,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.46082729600531
"237",236.289,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.46505563211483
"238",237.286,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.46926616465118
"239",238.283,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.47345904291121
"240",239.28,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.47763441432169
"241",240.277,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.48179242447036
"242",241.274,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.48593321713639
"243",242.271,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.49005693432025
"244",243.268,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.4941637162729
"245",244.265,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.49825370152443
"246",245.262,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.50232702691206
"247",246.259,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.50638382760768
"248",247.256,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.51042423714468
"249",248.253,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.51444838744441
"250",249.25,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.51845640884195
"251",250.247,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.52244843011148
"252",251.244,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.52642457849112
"253",252.241,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.53038497970722
"254",253.238,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.53432975799824
"255",254.235,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.53825903613813
"256",255.232,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.54217293545926
"257",256.229,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.54607157587492
"258",257.226,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.54995507590132
"259",258.223,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.55382355267924
"260",259.22,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.55767712199523
"261",260.217,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.56151589830239
"262",261.214,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.5653399947408
"263",262.211,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.56914952315747
"264",263.208,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.57294459412602
"265",264.205,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.57672531696592
"266",265.202,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.5804917997614
"267",266.199,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.58424414937995
"268",267.196,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.58798247149056
"269",268.193,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.59170687058154
"270",269.19,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.59541744997808
"271",270.187,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.5991143118594
"272",271.184,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.6027975572757
"273",272.181,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.60646728616466
"274",273.178,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.61012359736777
"275",274.175,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.61376658864627
"276",275.172,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.61739635669685
"277",276.169,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.62101299716704
"278",277.166,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.62461660467034
"279",278.163,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.62820727280107
"280",279.16,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.63178509414895
"281",280.157,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.63535016031345
"282",281.154,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.63890256191782
"283",282.151,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.64244238862294
"284",283.148,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.64596972914091
"285",284.145,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.64948467124835
"286",285.142,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.65298730179955
"287",286.139,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.65647770673932
"288",287.136,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.65995597111565
"289",288.133,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.66342217909213
"290",289.13,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.66687641396022
"291",290.127,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.67031875815119
"292",291.124,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.67374929324798
"293",292.121,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.67716809999677
"294",293.118,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.68057525831838
"295",294.115,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.68397084731952
"296",295.112,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.68735494530376
"297",296.109,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.6907276297824
"298",297.106,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.69408897748511
"299",298.103,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.69743906437039
"300",299.1,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.7007779656359
"301",300.097,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.70410575572858
"302",301.094,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.70742250835457
"303",302.091,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.71072829648907
"304",303.088,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.71402319238592
"305",304.085,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.71730726758711
"306",305.082,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.72058059293208
"307",306.079,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.7238432385669
"308",307.076,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.72709527395328
"309",308.073,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.73033676787745
"310",309.07,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.73356778845889
"311",310.067,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.73678840315894
"312",311.064,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.73999867878918
"313",312.061,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.74319868151985
"314",313.058,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.74638847688795
"315",314.055,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.74956812980533
"316",315.052,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.75273770456661
"317",316.049,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.75589726485698
"318",317.046,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.75904687375988
"319",318.043,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.76218659376455
"320",319.04,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.76531648677347
"321",320.037,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.76843661410972
"322",321.034,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.77154703652411
"323",322.031,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.77464781420236
"324",323.028,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.77773900677203
"325",324.025,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.78082067330944
"326",325.022,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.78389287234641
"327",326.019,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.78695566187695
"328",327.016,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.79000909936384
"329",328.013,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.79305324174507
"330",329.01,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.79608814544023
"331",330.007,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.79911386635676
"332",331.004,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.80213045989619
"333",332.001,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.80513798096015
"334",332.998,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.8081364839564
"335",333.995,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.81112602280477
"336",334.992,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.81410665094291
"337",335.989,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.81707842133206
"338",336.986,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.82004138646272
"339",337.983,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.82299559836015
"340",338.98,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.82594110858991
"341",339.977,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.82887796826322
"342",340.974,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.83180622804231
"343",341.971,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.83472593814564
"344",342.968,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.8376371483531
"345",343.965,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.84053990801106
"346",344.962,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.84343426603743
"347",345.959,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.84632027092656
"348",346.956,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.84919797075418
"349",347.953,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.85206741318213
"350",348.95,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.85492864546316
"351",349.947,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.85778171444557
"352",350.944,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.8606266665778
"353",351.941,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.863463547913
"354",352.938,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.86629240411348
"355",353.935,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.86911328045512
"356",354.932,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.87192622183173
"357",355.929,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.87473127275934
"358",356.926,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.8775284773804
"359",357.923,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.88031787946798
"360",358.92,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.88309952242986
"361",359.917,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.88587344931258
"362",360.914,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.88863970280547
"363",361.911,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.89139832524455
"364",362.908,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.89414935861644
"365",363.905,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.89689284456219
"366",364.902,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.89962882438107
"367",365.899,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.90235733903427
"368",366.896,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.90507842914863
"369",367.893,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.90779213502023
"370",368.89,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.91049849661797
"371",369.887,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.91319755358714
"372",370.884,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.91588934525285
"373",371.881,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.91857391062352
"374",372.878,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.92125128839423
"375",373.875,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.92392151695011
"376",374.872,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.9265846343696
"377",375.869,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.92924067842771
"378",376.866,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.93188968659929
"379",377.863,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.93453169606213
"380",378.86,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.93716674370013
"381",379.857,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.9397948661064
"382",380.854,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.94241609958628
"383",381.851,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.94503048016035
"384",382.848,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.94763804356743
"385",383.845,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.95023882526749
"386",384.842,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.95283286044453
"387",385.839,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.95542018400948
"388",386.836,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.95800083060298
"389",387.833,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.96057483459815
"390",388.83,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,5.96314223010339
"391",389.827,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.96570305096507
"392",390.824,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.96825733077016
"393",391.821,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.97080510284896
"394",392.818,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.97334640027764
"395",393.815,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.97588125588082
"396",394.812,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.97840970223418
"397",395.809,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.98093177166689
"398",396.806,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.98344749626414
"399",397.803,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.98595690786957
"400",398.8,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.98846003808768
"401",399.797,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.99095691828627
"402",400.794,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.99344757959872
"403",401.791,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.99593205292638
"404",402.788,0,0,0,0,-Inf,-Inf,-Inf,-Inf,5.99841036894085
"405",403.785,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.00088255808624
"406",404.782,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.00334865058143
"407",405.779,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.0058086764223
"408",406.776,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.00826266538386
"409",407.773,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.0107106470225
"410",408.77,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.01315265067805
"411",409.767,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.01558870547594
"412",410.764,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.01801884032923
"413",411.761,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.02044308394073
"414",412.758,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.02286146480502
"415",413.755,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.0252740112104
"416",414.752,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.02768075124096
"417",415.749,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.0300817127785
"418",416.746,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.03247692350446
"419",417.743,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.03486641090184
"420",418.74,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.03725020225712
"421",419.737,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.03962832466208
"422",420.734,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.04200080501571
"423",421.731,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.04436767002598
"424",422.728,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,6.04672894621166
"425",423.725,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,6.04908465990412
"426",424.722,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,6.05143483724907
"427",425.719,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,6.05377950420833
"428",426.716,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,6.0561186865615
"429",427.713,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,6.05845240990772
"430",428.71,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,6.06078069966731
"431",429.707,2.29357798165138e-07,0,0,0,-15.2879826153252,-Inf,-Inf,-Inf,6.06310358108345
"432",430.704,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.06542107922381
"433",431.701,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.06773321898219
"434",432.698,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.07004002508011
"435",433.695,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.07234152206839
"436",434.692,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.07463773432874
"437",435.689,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.07692868607529
"438",436.686,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.07921440135615
"439",437.683,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.08149490405487
"440",438.68,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.08377021789201
"441",439.677,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.08604036642655
"442",440.674,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.0883053730574
"443",441.671,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.09056526102484
"444",442.668,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.09282005341193
"445",443.665,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.09506977314594
"446",444.662,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.09731444299977
"447",445.659,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.09955408559327
"448",446.656,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.10178872339469
"449",447.653,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.10401837872196
"450",448.65,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.10624307374407
"451",449.647,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.10846283048238
"452",450.644,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.11067767081193
"453",451.641,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.11288761646274
"454",452.638,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.11509268902105
"455",453.635,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.11729290993065
"456",454.632,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.11948830049409
"457",455.629,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.12167888187391
"458",456.626,0,0,0,0,-Inf,-Inf,-Inf,-Inf,6.12386467509389
